id,nb_groups,true_victory,true_defeat,ratio_victory,ratio_iou,Embeddings
168,168,139,29,0.827380952380952,0.26309381711345,TransE
166,166,137,29,0.825301204819277,0.260962239515522,TransE
167,167,138,29,0.826347305389221,0.260528610704317,TransE
169,169,139,30,0.822485207100592,0.260053637578183,TransE
165,165,135,30,0.818181818181818,0.257726616265324,TransE
181,181,142,35,0.784530386740332,0.253698805549803,transd
170,170,138,32,0.811764705882353,0.253632155313538,TransE
171,171,139,32,0.812865497076023,0.25339659685233,TransE
180,180,141,35,0.783333333333333,0.252850314930923,transd
182,182,143,35,0.785714285714286,0.251526994157084,transd
179,179,140,35,0.782122905027933,0.250357670256914,transd
146,146,113,32,0.773972602739726,0.250174579502334,distmult
147,147,113,33,0.768707482993197,0.249325181000885,distmult
183,183,144,35,0.786885245901639,0.249075867577662,transd
178,178,140,34,0.786516853932584,0.248683962341849,transd
186,186,146,34,0.78494623655914,0.247816093473876,distmult
191,191,148,35,0.774869109947644,0.245306040342022,transd
187,187,149,34,0.796791443850267,0.245009353955123,distmult
192,192,148,35,0.770833333333333,0.243928692927635,transd
187,187,145,36,0.775401069518717,0.243876905144738,transd
190,190,147,35,0.773684210526316,0.243418244097136,transd
163,163,127,30,0.779141104294479,0.242631853292197,ProjE
164,164,137,27,0.835365853658537,0.241747737221822,TransE
194,194,148,34,0.762886597938144,0.241452713208121,transd
185,185,146,33,0.789189189189189,0.24098821826477,transd
145,145,112,32,0.772413793103448,0.240965106719918,distmult
143,143,117,26,0.818181818181818,0.24092944234539,TransE
196,196,148,35,0.755102040816326,0.240743011675932,distmult
202,202,153,33,0.757425742574257,0.240279825375959,transd
186,186,146,33,0.78494623655914,0.239666611027192,transd
144,144,112,31,0.777777777777778,0.239638098177223,distmult
163,163,136,27,0.834355828220859,0.2396271562225,TransE
184,184,145,33,0.788043478260869,0.239015397022349,transd
175,175,140,33,0.8,0.238814487141262,distmult
169,169,131,31,0.775147928994083,0.238638606621551,ProjE
214,214,156,33,0.728971962616822,0.238511352908963,distmult
174,174,139,33,0.798850574712644,0.238287615441137,distmult
173,173,138,33,0.797687861271676,0.238200802630607,distmult
172,172,137,33,0.796511627906977,0.237861605035907,distmult
188,188,147,32,0.781914893617021,0.237844923498765,transd
176,176,140,33,0.795454545454545,0.237770729540118,distmult
204,204,152,38,0.745098039215686,0.237563162342727,distmult
215,215,156,33,0.725581395348837,0.237483883500761,distmult
178,178,141,33,0.792134831460674,0.237473813424412,distmult
217,217,156,33,0.71889400921659,0.237425277358292,distmult
189,189,147,32,0.777777777777778,0.237119110585952,transd
205,205,153,36,0.746341463414634,0.23703155004509,transd
162,162,135,27,0.833333333333333,0.236837920844623,TransE
162,162,126,30,0.777777777777778,0.236797511405867,ProjE
161,161,134,27,0.832298136645963,0.236797198453953,TransE
209,209,153,35,0.732057416267943,0.23678689430359,distmult
179,179,141,33,0.787709497206704,0.236756936696529,distmult
208,208,152,37,0.730769230769231,0.236475166305244,distmult
177,177,140,33,0.790960451977401,0.236417767400043,distmult
216,216,156,33,0.722222222222222,0.236415717488409,distmult
205,205,152,38,0.741463414634146,0.236400712495588,distmult
206,206,153,36,0.742718446601942,0.235904346845603,transd
203,203,153,35,0.753694581280788,0.23565837715554,transd
211,211,155,35,0.734597156398104,0.235557718747281,transd
218,218,155,34,0.711009174311927,0.235521030069658,distmult
206,206,152,38,0.737864077669903,0.235338599474471,distmult
213,213,154,34,0.723004694835681,0.235337057918,distmult
210,210,151,32,0.719047619047619,0.235211952965184,ProjE
213,213,154,36,0.723004694835681,0.235140460660998,transd
219,219,155,34,0.707762557077626,0.234838092928363,distmult
184,184,144,35,0.782608695652174,0.23480014044035,distmult
205,205,148,32,0.721951219512195,0.234583033674664,ProjE
212,212,154,36,0.726415094339623,0.234407747953601,transd
207,207,153,36,0.739130434782609,0.234395627051379,transd
207,207,152,38,0.734299516908213,0.23428941374719,distmult
167,167,133,32,0.796407185628742,0.23417195846595,distmult
200,200,152,36,0.76,0.234104342244991,transd
166,166,132,32,0.795180722891566,0.234082584164704,distmult
214,214,154,36,0.719626168224299,0.234056467312898,transd
199,199,151,36,0.758793969849246,0.233862554873548,transd
177,177,132,32,0.745762711864407,0.233797811019722,ProjE
216,216,155,35,0.717592592592593,0.233781504482074,transd
183,183,143,35,0.781420765027322,0.23376410864091,distmult
221,221,154,35,0.69683257918552,0.233687860464282,distmult
220,220,155,34,0.704545454545455,0.233548493289938,distmult
164,164,129,29,0.786585365853659,0.233526387835696,ProjE
185,185,144,35,0.778378378378378,0.233416475166396,distmult
208,208,153,36,0.735576923076923,0.233310852068683,transd
201,201,152,36,0.756218905472637,0.233304123940128,transd
200,200,150,37,0.75,0.233136040151555,distmult
195,195,149,36,0.764102564102564,0.233127370362822,transd
215,215,154,36,0.716279069767442,0.232965843796151,transd
220,220,156,35,0.709090909090909,0.232811084402263,transd
203,203,151,38,0.74384236453202,0.232786752794657,distmult
161,161,126,29,0.782608695652174,0.232732826119386,ProjE
222,222,154,35,0.693693693693694,0.232598599383121,distmult
188,188,138,33,0.734042553191489,0.232447246984858,ProjE
171,171,136,33,0.7953216374269,0.232389840746792,distmult
181,181,141,36,0.779005524861878,0.232335445664504,distmult
209,209,153,36,0.732057416267943,0.232322442522183,transd
218,218,152,34,0.697247706422018,0.232268698352068,ProjE
170,170,133,36,0.782352941176471,0.23221867207544,distmult
201,201,150,37,0.746268656716418,0.231992053243819,distmult
223,223,154,35,0.690582959641256,0.231802700504003,distmult
198,198,150,36,0.757575757575758,0.231739800602646,transd
168,168,133,33,0.791666666666667,0.231533404027777,distmult
196,196,150,36,0.76530612244898,0.231521432408818,transd
217,217,155,36,0.714285714285714,0.231406144744503,transd
181,181,137,30,0.756906077348066,0.23127382763129,ProjE
195,195,149,36,0.764102564102564,0.231247097173967,distmult
182,182,141,36,0.774725274725275,0.230984079901499,distmult
224,224,154,35,0.6875,0.230822836140092,distmult
197,197,150,36,0.761421319796954,0.23080673770007,transd
144,144,116,28,0.805555555555556,0.230780792823281,ProjE
180,180,141,34,0.783333333333333,0.230734433961203,distmult
210,210,153,36,0.728571428571429,0.230631956945618,transd
202,202,150,38,0.742574257425743,0.230582491756157,distmult
188,188,147,35,0.781914893617021,0.230546817215363,distmult
218,218,155,36,0.711009174311927,0.230386995844927,transd
180,180,136,30,0.755555555555556,0.23035085564489,ProjE
130,130,106,24,0.815384615384615,0.230347768805434,ProjE
226,226,155,35,0.685840707964602,0.230276001235279,distmult
204,204,153,36,0.75,0.23006196814498,transd
189,189,147,35,0.777777777777778,0.230015673078768,distmult
225,225,154,35,0.684444444444444,0.229806174925482,distmult
204,204,144,33,0.705882352941176,0.229693343938275,ProjE
236,236,157,34,0.665254237288136,0.229673124564374,distmult
200,200,144,33,0.72,0.229607716437524,ProjE
143,143,111,31,0.776223776223776,0.229543205066757,distmult
135,135,108,27,0.8,0.229502845530797,ProjE
235,235,156,35,0.663829787234042,0.229462590159713,distmult
227,227,155,35,0.682819383259912,0.229285061671803,distmult
178,178,135,30,0.758426966292135,0.228987612949763,ProjE
108,108,88,20,0.814814814814815,0.2289275234522,ProjE
169,169,132,36,0.781065088757396,0.228397050717622,distmult
165,165,131,32,0.793939393939394,0.228375174986103,distmult
192,192,148,36,0.770833333333333,0.228231165998665,distmult
144,144,115,29,0.798611111111111,0.227968011929664,TransE
131,131,106,25,0.809160305343511,0.227891364328724,ProjE
190,190,147,36,0.773684210526316,0.227704510656527,distmult
179,179,143,35,0.798882681564246,0.227519113193938,TransE
179,179,135,30,0.754189944134078,0.227514594097006,ProjE
203,203,146,32,0.719211822660099,0.227461421651769,ProjE
148,148,115,31,0.777027027027027,0.227448105521996,distmult
237,237,158,33,0.666666666666667,0.227336988293806,distmult
183,183,144,36,0.786885245901639,0.227259296737635,TransE
193,193,148,36,0.766839378238342,0.22713240670299,distmult
196,196,150,42,0.76530612244898,0.227108616164871,TransE
191,191,147,36,0.769633507853403,0.227033366035051,distmult
221,221,156,35,0.705882352941176,0.226885094967081,transd
120,120,97,23,0.808333333333333,0.226713362565858,ProjE
238,238,158,33,0.663865546218487,0.226605337147733,distmult
132,132,105,27,0.795454545454545,0.226583797685828,ProjE
180,180,143,35,0.794444444444444,0.226266838365168,TransE
153,153,123,28,0.803921568627451,0.226250939304993,ProjE
222,222,156,35,0.702702702702703,0.226176271874624,transd
219,219,155,36,0.707762557077626,0.22608979042992,transd
142,142,110,31,0.774647887323944,0.226038854914009,distmult
225,225,155,37,0.688888888888889,0.225936888595146,transd
145,145,115,30,0.793103448275862,0.225439746106362,TransE
154,154,123,28,0.798701298701299,0.225297342474266,ProjE
184,184,145,36,0.788043478260869,0.225230169381703,TransE
173,173,140,32,0.809248554913295,0.225224703175363,TransE
226,226,155,37,0.685840707964602,0.225211465783211,transd
199,199,149,37,0.748743718592965,0.22520249436364,distmult
197,197,149,36,0.756345177664975,0.225074517587058,distmult
174,174,141,32,0.810344827586207,0.225055646613361,TransE
143,143,115,28,0.804195804195804,0.224975787894087,ProjE
185,185,137,32,0.740540540540541,0.224945445282562,ProjE
175,175,142,32,0.811428571428571,0.224748711659878,TransE
201,201,152,44,0.756218905472637,0.22465701614017,TransE
194,194,141,32,0.72680412371134,0.224510522897852,ProjE
152,152,122,28,0.802631578947369,0.224450414196581,ProjE
189,189,140,31,0.740740740740741,0.22414454918532,ProjE
223,223,155,37,0.695067264573991,0.224091307534784,transd
142,142,114,28,0.802816901408451,0.224019840133173,ProjE
151,151,122,27,0.80794701986755,0.223978721923051,ProjE
198,198,149,36,0.752525252525252,0.223830818330351,distmult
202,202,152,44,0.752475247524752,0.22380694332846,TransE
182,182,143,37,0.785714285714286,0.223799060100326,TransE
163,163,130,32,0.797546012269939,0.22371439082939,distmult
192,192,141,31,0.734375,0.22369855322329,ProjE
210,210,151,41,0.719047619047619,0.223568475237197,distmult
186,186,137,32,0.736559139784946,0.223564045115595,ProjE
211,211,152,41,0.720379146919431,0.22351378420516,distmult
170,170,128,32,0.752941176470588,0.223504767055519,ProjE
176,176,142,33,0.806818181818182,0.223449861219017,TransE
231,231,156,35,0.675324675324675,0.223428685965293,distmult
195,195,141,32,0.723076923076923,0.223349611624637,ProjE
232,232,156,36,0.672413793103448,0.223337594102394,distmult
176,176,134,30,0.761363636363636,0.22331762382979,ProjE
229,229,156,35,0.681222707423581,0.223300890262311,distmult
224,224,155,37,0.691964285714286,0.223272210052208,transd
185,185,145,37,0.783783783783784,0.223250009059343,TransE
228,228,155,36,0.679824561403509,0.223055943686006,distmult
190,190,140,31,0.736842105263158,0.222950355946849,ProjE
107,107,87,20,0.813084112149533,0.222909336708791,ProjE
230,230,156,35,0.678260869565217,0.222846649925475,distmult
181,181,143,36,0.790055248618785,0.222775848330036,TransE
233,233,156,36,0.669527896995708,0.222699854934012,distmult
162,162,129,32,0.796296296296296,0.22259557314194,distmult
141,141,112,29,0.794326241134752,0.222486304222537,ProjE
203,203,152,44,0.748768472906404,0.222479797458745,TransE
188,188,147,38,0.781914893617021,0.222364284861728,TransE
177,177,143,33,0.807909604519774,0.222349697338606,TransE
164,164,130,32,0.792682926829268,0.222291911207656,distmult
154,154,124,30,0.805194805194805,0.222244357605018,distmult
157,157,127,30,0.808917197452229,0.222243380739434,distmult
182,182,137,30,0.752747252747253,0.222233147079598,ProjE
212,212,152,41,0.716981132075472,0.222228936980017,distmult
197,197,143,32,0.725888324873096,0.222054773238444,ProjE
171,171,129,32,0.754385964912281,0.2219887761772,ProjE
160,160,129,31,0.80625,0.221962510746451,distmult
205,205,153,44,0.746341463414634,0.221831933434959,TransE
118,118,96,22,0.813559322033898,0.221823239815519,ProjE
191,191,140,31,0.732984293193717,0.221770562497364,ProjE
196,196,142,32,0.724489795918367,0.221761930634023,ProjE
184,184,137,31,0.744565217391304,0.221583646092052,ProjE
146,146,119,27,0.815068493150685,0.221568997876593,TransE
234,234,156,36,0.666666666666667,0.221465265266732,distmult
204,204,152,44,0.745098039215686,0.221330095231068,TransE
156,156,126,30,0.807692307692308,0.221230463343714,distmult
241,241,157,33,0.651452282157676,0.221138005391919,distmult
199,199,142,33,0.71356783919598,0.221126494740499,ProjE
240,240,158,34,0.658333333333333,0.220955994814497,distmult
183,183,136,31,0.743169398907104,0.220904639421171,ProjE
193,193,141,31,0.730569948186529,0.22082788347195,ProjE
161,161,130,31,0.807453416149068,0.220794231439581,distmult
239,239,158,34,0.661087866108787,0.220674127205316,distmult
228,228,155,34,0.679824561403509,0.220314088499721,ProjE
243,243,160,35,0.658436213991769,0.220182847188713,transd
186,186,145,38,0.779569892473118,0.220180156811267,TransE
198,198,141,33,0.712121212121212,0.220097796740131,ProjE
214,214,154,43,0.719626168224299,0.219926167345123,TransE
242,242,157,34,0.648760330578512,0.219660810000353,distmult
212,212,154,44,0.726415094339623,0.219547233440409,TransE
229,229,155,34,0.676855895196507,0.219404102404589,ProjE
155,155,125,30,0.806451612903226,0.219358442619573,distmult
244,244,160,35,0.655737704918033,0.219323542840103,transd
141,141,109,31,0.773049645390071,0.219302924107484,distmult
211,211,154,44,0.729857819905213,0.219296820796192,TransE
243,243,157,38,0.646090534979424,0.219260455036604,ProjE
215,215,154,42,0.716279069767442,0.219227904927846,TransE
194,194,147,36,0.757731958762887,0.219206315983702,distmult
201,201,143,34,0.711442786069652,0.219189215419505,ProjE
172,172,133,31,0.773255813953488,0.219156059507995,ProjE
189,189,148,40,0.783068783068783,0.219104559708772,TransE
116,116,91,24,0.78448275862069,0.219055607528519,ProjE
206,206,144,34,0.699029126213592,0.219048180519171,ProjE
150,150,120,30,0.8,0.218975928531057,distmult
152,152,121,30,0.796052631578947,0.21895555996144,distmult
153,153,123,30,0.803921568627451,0.218944249309907,distmult
149,149,120,29,0.805369127516778,0.21883729168351,distmult
242,242,160,34,0.661157024793388,0.218819425093803,transd
187,187,145,38,0.775401069518717,0.218785349560493,TransE
243,243,157,34,0.646090534979424,0.21873905272045,distmult
150,150,117,32,0.78,0.218716810926913,ProjE
156,156,121,32,0.775641025641026,0.218676389870082,ProjE
133,133,106,27,0.796992481203007,0.218635203202898,ProjE
202,202,143,34,0.707920792079208,0.218515930441476,ProjE
173,173,133,31,0.76878612716763,0.218461922962212,ProjE
245,245,159,36,0.648979591836735,0.218394728014172,transd
129,129,105,24,0.813953488372093,0.218355190955011,ProjE
235,235,156,36,0.663829787234042,0.218058554815916,transd
151,151,121,30,0.801324503311258,0.217855152168588,distmult
168,168,133,32,0.791666666666667,0.217797163107998,transd
213,213,154,44,0.723004694835681,0.217526118849899,TransE
128,128,104,24,0.8125,0.21739339594053,ProjE
239,239,158,35,0.661087866108787,0.217386700843745,transd
175,175,135,30,0.771428571428571,0.21735807456961,ProjE
174,174,133,31,0.764367816091954,0.217342806970737,ProjE
244,244,156,34,0.639344262295082,0.217338007255269,distmult
245,245,157,34,0.640816326530612,0.217295551434464,distmult
265,265,162,32,0.611320754716981,0.217176486840875,distmult
140,140,107,32,0.764285714285714,0.217147454644738,distmult
121,121,97,24,0.801652892561983,0.217038635118499,ProjE
231,231,155,34,0.670995670995671,0.21703630200335,ProjE
241,241,160,34,0.663900414937759,0.217020947094405,transd
155,155,120,32,0.774193548387097,0.217003408982267,ProjE
190,190,148,41,0.778947368421053,0.216767963981254,TransE
237,237,157,36,0.662447257383966,0.216667076026199,transd
236,236,156,36,0.661016949152542,0.216614749377898,transd
229,229,154,36,0.672489082969432,0.216588872968242,transd
119,119,96,23,0.80672268907563,0.216426568335342,ProjE
248,248,157,34,0.633064516129032,0.216420659096372,distmult
86,86,72,14,0.837209302325581,0.216382535656577,ProjE
207,207,153,45,0.739130434782609,0.216216499751232,TransE
232,232,155,34,0.668103448275862,0.216099395568024,ProjE
233,233,155,34,0.665236051502146,0.216001745955817,ProjE
246,246,159,37,0.646341463414634,0.21589130253263,transd
230,230,155,36,0.673913043478261,0.215852603701677,transd
139,139,106,32,0.762589928057554,0.215804876205314,distmult
228,228,155,37,0.679824561403509,0.215799034058252,transd
246,246,157,34,0.638211382113821,0.215769749663619,distmult
208,208,153,44,0.735576923076923,0.215716177155661,TransE
264,264,159,35,0.602272727272727,0.215715044265039,transd
266,266,162,32,0.609022556390977,0.215525602204192,distmult
130,130,103,27,0.792307692307692,0.21537916427389,TransE
230,230,155,34,0.673913043478261,0.215190049735071,ProjE
262,262,160,33,0.610687022900763,0.215168056037358,distmult
258,258,159,37,0.616279069767442,0.215155201499618,transd
127,127,100,27,0.78740157480315,0.215045099374549,TransE
255,255,157,35,0.615686274509804,0.215035334999596,distmult
109,109,88,21,0.807339449541284,0.215021798137669,ProjE
256,256,160,34,0.625,0.214999407696178,distmult
231,231,155,36,0.670995670995671,0.214998091310946,transd
257,257,160,33,0.622568093385214,0.214985455428379,distmult
247,247,157,34,0.635627530364372,0.21490548918663,distmult
200,200,151,44,0.755,0.21486350104005,TransE
209,209,153,44,0.732057416267943,0.214803837720729,TransE
257,257,161,35,0.626459143968872,0.214734350421359,ProjE
267,267,162,32,0.606741573033708,0.214622109811385,distmult
260,260,160,33,0.615384615384615,0.214558878300561,distmult
209,209,148,34,0.708133971291866,0.214431340731004,ProjE
123,123,98,25,0.796747967479675,0.214416130669661,ProjE
199,199,150,44,0.753768844221106,0.214394901059453,TransE
258,258,161,35,0.624031007751938,0.214351740766416,ProjE
211,211,149,34,0.706161137440758,0.214219730408493,ProjE
258,258,160,33,0.62015503875969,0.214218615953067,distmult
158,158,123,32,0.778481012658228,0.214086594587384,ProjE
127,127,100,27,0.78740157480315,0.214062358830219,ProjE
223,223,156,42,0.699551569506726,0.214029837244745,TransE
221,221,156,43,0.705882352941176,0.213978669788086,TransE
110,110,89,21,0.809090909090909,0.213949039312306,ProjE
259,259,161,35,0.621621621621622,0.213872153304214,ProjE
104,104,85,19,0.817307692307692,0.213731698117665,ProjE
178,178,142,35,0.797752808988764,0.213697715096862,TransE
210,210,154,44,0.733333333333333,0.213680314562146,TransE
193,193,149,34,0.772020725388601,0.213551964600313,transd
260,260,159,36,0.611538461538462,0.213524749652331,transd
252,252,159,37,0.630952380952381,0.213445849258283,transd
206,206,153,45,0.742718446601942,0.213441298518087,TransE
222,222,156,43,0.702702702702703,0.213246316954113,TransE
224,224,156,42,0.696428571428571,0.213126270516993,TransE
227,227,155,37,0.682819383259912,0.213124911379155,transd
253,253,159,37,0.628458498023715,0.212973167914402,transd
247,247,159,37,0.643724696356275,0.212871413228998,transd
231,231,157,41,0.67965367965368,0.212734235631915,TransE
176,176,139,33,0.789772727272727,0.212708064496704,transd
175,175,138,33,0.788571428571429,0.21270644583768,transd
212,212,148,35,0.69811320754717,0.212698505633434,ProjE
255,255,159,37,0.623529411764706,0.212649685993104,transd
128,128,101,27,0.7890625,0.212592446327179,TransE
158,158,128,30,0.810126582278481,0.212568580778864,distmult
270,270,162,32,0.6,0.212517923867256,distmult
147,147,119,28,0.80952380952381,0.212496924179093,TransE
177,177,140,33,0.790960451977401,0.212395859209016,transd
249,249,159,37,0.63855421686747,0.212378879461178,transd
256,256,159,37,0.62109375,0.212356664688409,transd
148,148,119,29,0.804054054054054,0.212312807062375,TransE
194,194,147,44,0.757731958762887,0.212256950849683,TransE
261,261,161,32,0.616858237547893,0.212245542386838,distmult
254,254,159,37,0.625984251968504,0.212163983423883,transd
122,122,97,25,0.795081967213115,0.212115931259429,ProjE
213,213,148,35,0.694835680751174,0.212090464057022,ProjE
262,262,160,35,0.610687022900763,0.212022442044542,ProjE
248,248,159,37,0.641129032258065,0.21196164279968,transd
271,271,163,31,0.601476014760148,0.211924969116481,distmult
232,232,157,41,0.676724137931034,0.211875792541833,TransE
111,111,91,20,0.81981981981982,0.211772219639344,ProjE
234,234,155,35,0.662393162393162,0.211646216543318,ProjE
238,238,157,37,0.659663865546218,0.211615044961453,transd
174,174,137,33,0.78735632183908,0.211593108647389,transd
157,157,122,32,0.777070063694268,0.211524261479139,ProjE
250,250,159,37,0.636,0.211490275966075,transd
193,193,147,44,0.761658031088083,0.211474310821208,TransE
191,191,146,44,0.764397905759162,0.211439739226048,TransE
270,270,160,35,0.592592592592593,0.211404695436292,transd
263,263,160,35,0.608365019011407,0.211369021527942,ProjE
245,245,156,36,0.636734693877551,0.211311702133652,ProjE
124,124,98,26,0.790322580645161,0.211208883350998,ProjE
272,272,163,31,0.599264705882353,0.211164661492278,distmult
263,263,160,33,0.608365019011407,0.211050225355295,distmult
195,195,147,44,0.753846153846154,0.210959998285923,TransE
257,257,159,37,0.618677042801556,0.210891371109099,transd
233,233,157,41,0.67381974248927,0.210888628979287,TransE
235,235,155,36,0.659574468085106,0.210884165315834,ProjE
197,197,148,44,0.751269035532995,0.210875767425051,TransE
230,230,157,40,0.682608695652174,0.210820117165656,TransE
273,273,163,31,0.597069597069597,0.210818710462098,distmult
114,114,93,21,0.81578947368421,0.210803274379288,ProjE
247,247,158,37,0.639676113360324,0.21077966782775,ProjE
234,234,158,40,0.675213675213675,0.210776880195328,TransE
101,101,83,18,0.821782178217822,0.210707581112467,ProjE
249,249,157,35,0.630522088353414,0.210635078143191,distmult
271,271,160,35,0.590405904059041,0.210622481940397,transd
266,266,160,34,0.601503759398496,0.210562315450999,transd
112,112,92,20,0.821428571428571,0.210527635598977,ProjE
198,198,149,44,0.752525252525252,0.210502834826801,TransE
272,272,160,35,0.588235294117647,0.210436482570241,transd
115,115,93,22,0.808695652173913,0.21041124363329,ProjE
192,192,146,44,0.760416666666667,0.21037796567081,TransE
173,173,136,33,0.786127167630058,0.210374603312251,transd
171,171,135,32,0.789473684210526,0.210359027269765,transd
262,262,160,35,0.610687022900763,0.210325318310431,transd
269,269,160,35,0.594795539033457,0.210321844945014,transd
216,216,155,42,0.717592592592593,0.210210628111034,TransE
264,264,160,33,0.606060606060606,0.210153418188512,distmult
246,246,158,37,0.642276422764228,0.210048488601899,ProjE
274,274,163,31,0.594890510948905,0.210045586601694,distmult
251,251,159,37,0.633466135458167,0.21001799724034,transd
235,235,158,40,0.672340425531915,0.209929913946794,TransE
268,268,159,34,0.593283582089552,0.209877455334899,distmult
159,159,128,31,0.80503144654088,0.209834171446154,distmult
252,252,157,35,0.623015873015873,0.209803002687019,distmult
229,229,157,41,0.685589519650655,0.209773555559173,TransE
267,267,160,34,0.599250936329588,0.209766976194096,transd
250,250,157,35,0.628,0.209765143387038,distmult
240,240,157,37,0.654166666666667,0.209748035368147,transd
236,236,155,36,0.656779661016949,0.209707214170625,ProjE
240,240,156,36,0.65,0.209637879705566,ProjE
273,273,160,35,0.586080586080586,0.209624290767801,transd
105,105,86,19,0.819047619047619,0.209541122490519,ProjE
240,240,157,40,0.654166666666667,0.209466885081863,TransE
232,232,155,36,0.668103448275862,0.209355275128592,transd
251,251,157,35,0.625498007968128,0.209277481686947,distmult
217,217,155,42,0.714285714285714,0.209273134622169,TransE
102,102,84,18,0.823529411764706,0.209190896260365,ProjE
148,148,118,30,0.797297297297297,0.20917798089934,transd
142,142,114,28,0.802816901408451,0.209176431586243,TransE
242,242,156,38,0.644628099173554,0.209020451946083,ProjE
170,170,134,32,0.788235294117647,0.20900488434014,transd
172,172,135,33,0.784883720930232,0.20897070784698,transd
253,253,157,35,0.620553359683794,0.208966052861534,distmult
242,242,158,39,0.652892561983471,0.208913778641621,TransE
263,263,160,35,0.608365019011407,0.208844542384564,transd
281,281,163,31,0.580071174377224,0.20871276958678,distmult
259,259,159,34,0.613899613899614,0.208708834067059,distmult
241,241,157,40,0.651452282157676,0.208651398757208,TransE
249,249,157,35,0.630522088353414,0.208634407305125,ProjE
244,244,157,35,0.64344262295082,0.208576414677132,ProjE
